started_at,finished_at,seconds,memory
2013-12-26 22:21:59 -0600,2013-12-26 22:22:26 -0600,26.513221,306856
2013-12-26 22:22:26 -0600,2013-12-26 22:22:51 -0600,25.110325,306856
2013-12-26 22:22:51 -0600,2013-12-26 22:23:18 -0600,26.802366,306592
2013-12-26 22:23:18 -0600,2013-12-26 22:23:44 -0600,26.541404,308564
2013-12-26 22:23:44 -0600,2013-12-26 22:24:10 -0600,25.83825,308904
2013-12-26 22:24:10 -0600,2013-12-26 22:24:37 -0600,26.720625,309000
2013-12-26 22:24:37 -0600,2013-12-26 22:25:03 -0600,25.613154,314168
2013-12-26 22:25:03 -0600,2013-12-26 22:25:29 -0600,26.208227,315208
2013-12-26 22:25:29 -0600,2013-12-26 22:25:55 -0600,26.112061,316856
2013-12-26 22:25:55 -0600,2013-12-26 22:26:21 -0600,26.405035,317160
2013-12-26 22:26:21 -0600,2013-12-26 22:26:48 -0600,26.155864,320944
2013-12-26 22:26:48 -0600,2013-12-26 22:27:14 -0600,26.381211,314924
2013-12-26 22:27:14 -0600,2013-12-26 22:27:40 -0600,25.710483,315356
2013-12-26 22:27:40 -0600,2013-12-26 22:28:06 -0600,26.323906,310316
2013-12-26 22:28:06 -0600,2013-12-26 22:28:33 -0600,26.693528,321380
2013-12-26 22:28:33 -0600,2013-12-26 22:28:59 -0600,25.946071,307972
2013-12-26 22:28:59 -0600,2013-12-26 22:29:25 -0600,26.729144,316328
2013-12-26 22:29:25 -0600,2013-12-26 22:29:52 -0600,26.446607,317400
2013-12-26 22:29:52 -0600,2013-12-26 22:30:18 -0600,26.393254,324164
2013-12-26 22:30:18 -0600,2013-12-26 22:30:45 -0600,26.421473,326776
2013-12-26 22:30:45 -0600,2013-12-26 22:31:11 -0600,26.674275,326900
2013-12-26 22:31:11 -0600,2013-12-26 22:31:38 -0600,26.888454,327256
2013-12-26 22:31:38 -0600,2013-12-26 22:32:04 -0600,26.000473,327576
2013-12-26 22:32:04 -0600,2013-12-26 22:32:30 -0600,26.042941,319188
2013-12-26 22:32:30 -0600,2013-12-26 22:32:58 -0600,27.544713,320168
2013-12-26 22:32:58 -0600,2013-12-26 22:33:26 -0600,27.956667,322176
