started_at,finished_at,seconds,memory
2013-12-26 22:33:26 -0600,2013-12-26 22:33:53 -0600,26.971857,321192
2013-12-26 22:33:53 -0600,2013-12-26 22:34:19 -0600,26.256102,315460
2013-12-26 22:34:19 -0600,2013-12-26 22:34:45 -0600,26.387257,319480
2013-12-26 22:34:45 -0600,2013-12-26 22:35:11 -0600,25.978491,320048
2013-12-26 22:35:11 -0600,2013-12-26 22:35:38 -0600,26.352053,320660
2013-12-26 22:35:38 -0600,2013-12-26 22:36:09 -0600,31.565053,322832
2013-12-26 22:36:09 -0600,2013-12-26 22:36:38 -0600,28.603849,324296
2013-12-26 22:36:38 -0600,2013-12-26 22:37:04 -0600,26.077796,318908
2013-12-26 22:37:04 -0600,2013-12-26 22:37:31 -0600,27.211477,324528
2013-12-26 22:37:31 -0600,2013-12-26 22:37:57 -0600,26.115215,326060
2013-12-26 22:37:57 -0600,2013-12-26 22:38:24 -0600,26.376958,326508
2013-12-26 22:38:24 -0600,2013-12-26 22:38:51 -0600,27.164182,321436
2013-12-26 22:38:51 -0600,2013-12-26 22:39:22 -0600,31.190675,334712
